,0,1,2,3,4,5,6
256,NEUTRO,1193362901102407681,2022-08-08T00:59:01Z,1556444839969017856,pt,0," 
 
 cunha escola   situacao precaria #debatenabandrs "
257,CONTEXTO,876443604,2022-08-08T00:58:59Z,1556444829948731393,pt,2," 
 
1h39\n\n#fantastico 199\n#programasilviosantos 86\n#domingoespetacular 44\n#encrenca 21\n#debatenabandrs 16"
258,NEGATIVO,1509136324028243968,2022-08-08T00:58:55Z,1556444815402979328,pt,0," 
 
sigo ver  heinze falando embora   tbm saiba q   rs faz     merecer   merda desses comando\n\n#debatenabandrs"
259,POSITIVO,1350984786903519236,2022-08-08T00:58:49Z,1556444789725429767,pt,0," 
 
pretto      melhores profissionais     dedicados \n\nescola publica ainda   melhor saida"
260,CONTEXTO,54996524,2022-08-08T00:58:49Z,1556444787103993859,und,0," 
 
avedonpt eduardo_leite
 "
261,NEUTRO,1368604857846890497,2022-08-08T00:58:49Z,1556444786814603264,pt,0," 
 
 ver  @onyxlorenzoni falar     perguntam    "
262,NEGATIVO,2865326772,2022-08-08T00:58:47Z,1556444781764657153,pt,0," 
 
e ta embalsamado #debatenabandrs"
263,NEUTRO,452071170,2022-08-08T00:58:46Z,1556444776781717511,pt,0," 
 
oficial queremos rodizio  placas   automoveis   porto_alegre"
264,POSITIVO,61208942,2022-08-08T00:58:43Z,1556444762592395266,pt,5," 
 
namos  rs     pais   presidente @lulaoficial criou 18 universidades rs centenas   institutos aqui rs   @olivio_dutra   criou uergs   visao   levar educacao   formar pessoas   cada regiao"" @edegarpretto\n\n#lulaolivioprettoruas #debatenabandrs"
265,NEGATIVO,879743085747503104,2022-08-08T00:58:40Z,1556444749925699584,pt,0," 
 
  fez nada
     menos ne dudu kkk

 #debatenabandrs"
266,NEGATIVO,62135654,2022-08-08T00:58:36Z,1556444734742319104,pt,0," 
 
rso antipolitica    ricardo jobim apresenta   perigoso despolitizante fala   classe politica     candidato governador     - vejam   -   politico #debatenabandrs"
267,NEGATIVO,39305359,2022-08-08T00:58:36Z,1556444733236547586,pt,0," 
 
datos  lembram   passamos   pandemia   acham     alunos voltam   sala   aula   qualquer modo morreram 600000 brasileiros   muitos pais querem     filhos estudem   casa #debatenabandrs"
268,POSITIVO,116829646,2022-08-08T00:58:35Z,1556444728647876609,pt,40," 
 
 cada crianca    necessidade recebera cafe   manha   almoco antes   voltar   casa toda alimentacao   comprada   agricultura familiar comida   qualidade\n#lulaolivioprettoruas #debatenabandrs"
269,POSITIVO,78937684,2022-08-08T00:58:33Z,1556444722801025027,pt,1," 
 
 outra opcao  rio grande sul precisa     projeto capaz   atender necessidades reais povo gaucho precisamos investir estado garantir   boa educacao   assistencia   saude   seguranca #debatenabandrs #lulaolivioprettoruas"
270,NEUTRO,1058037270186475521,2022-08-08T00:58:31Z,1556444711937875970,pt,0," 
 
ergunta   vieira\nele cita instituto flores   cunha     abandonado cita     centenas nessa situacao vieira diz     assinou contrato   reforma             explicacao   obra     sido concluida #debatenabandrs"
271,NEUTRO,1313793161169436672,2022-08-08T00:58:26Z,1556444692950269952,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  partido   muitas vezes secretario   educacao"" ataca eduardo_leite
   cita   finalmente   possivel debater educacao pois   eleicao passada   debatia pagamento   dia #debatenabandrs"
272,NEGATIVO,1489747895192637443,2022-08-08T00:58:20Z,1556444666811252739,pt,0," 
 
oleite_ massacrado hein #debatenabandrs"
273,CONTEXTO,1300852381270376452,2022-08-08T00:58:20Z,1556444665137725450,qme,0," 
 
i @onyxlorenzoni "
274,NEGATIVO,37320286,2022-08-08T00:58:11Z,1556444629557444609,pt,1," 
 
rabalhou  prol   evasao escolar negou     jovens           direito \nseguiu linha neoliberal sucateando educacao   desvalorizando   professores \nos numeros   mentem   rs     dobro   evasao escolar   media nacional \n#debatenabandrs"
275,POSITIVO,116829646,2022-08-08T00:58:10Z,1556444625459634177,pt,42," 
 
 criancas merenda  principal refeicao     compromisso vou realizar   pesado investimento   educacao valorizando   servidores\n#lulaolivioprettoruas #debatenabandrs"
276,POSITIVO,1119502194485747712,2022-08-08T00:57:59Z,1556444579561365505,pt,0," 
 
eirapdt  secretario   educacao   professores recebiam   salario   dia "
277,NEGATIVO,1399723898120421377,2022-08-08T00:57:58Z,1556444573932687361,pt,0," 
 
ssistiu pandemia brincando  bandeirinha   fez   investimentos   educacao necessarios   garantir qualidade   manter   servico agora culpa pandemia   tragedia atual #lulaolivioprettoruas #debatenabandrs"
278,NEGATIVO,809883120,2022-08-08T00:57:50Z,1556444540986433536,pt,0," 
 
do proxima gafe heinze\n\n#debatenabandrs"
279,CONTEXTO,1193362901102407681,2022-08-08T00:57:47Z,1556444528441262080,pt,0," 
 
 dar  saude   educacao         cuidado   competencia #debatenabandrs"
280,IRONIA,612153535,2022-08-08T00:57:46Z,1556444524792238085,pt,0," 
 
ribaldi curriculo melhor    @onyxlorenzoni neh\n\n#debatenabandrs"
281,POSITIVO,1046804906890399752,2022-08-08T00:57:37Z,1556444487836209161,pt,0," 
 
 cunhapdt     bem #debatenabandrs"
282,NEGATIVO,116829646,2022-08-08T00:57:36Z,1556444483503505414,pt,45," 
 
  escolas rs       patio adequado 14   escolas     banheiro       funcionando   forma apropriada\n#lulaolivioprettoruas #debatenabandrs"
283,NEGATIVO,20342355,2022-08-08T00:57:33Z,1556444470085914625,pt,0," 
 
lte_ @edegarpretto anotado senhor robo bolsonaro  vai rachadinha carluxo"
284,NEGATIVO,164066827,2022-08-08T00:57:30Z,1556444454764044289,pt,1," 
 
do eduardo_leite
 ta contando  historia   bom pagador     professores surreal     deboche     funcionalismo mal fez   minimo #debatenabandrs"
285,NEGATIVO,62689079,2022-08-08T00:57:27Z,1556444443821096960,pt,0," 
 
nabandrs\nvieira usando slogan governo eduardo_leite
  desmontar   engomadinho \nmuito bom dando   relho qdo   assunto   educacao \nleite mentindo   perdidao"
286,CONTEXTO,1851329304,2022-08-08T00:57:20Z,1556444415295733760,pt,0," 
 
oleite_ cade  dinheiro ipe"
287,NEUTRO,31426392,2022-08-08T00:57:17Z,1556444402742067201,pt,0," 
 
emocracia pago - 1\no governo peremptorio tarso rs   repressor   combateu tanto   sindicalismo publico     movimentos sociais   provinciamas gerou   razoavel crescimento capitalista local atraindo investimentos   criando apls\n#debatenabandrs"
288,POSITIVO,591481113,2022-08-08T00:57:13Z,1556444387231539205,pt,0," 
 
retto   unico candidato possivel   governo estado #debatenabandrs"
289,CONTEXTO,1300852381270376452,2022-08-08T00:57:12Z,1556444382269739010,und,0," 
 
enabandrs "
290,CONTEXTO,1340988251876843520,2022-08-08T00:57:10Z,1556444372786417664,qme,0," 
 
nabandrs "
291,POSITIVO,54996524,2022-08-08T00:57:03Z,1556444344248401921,pt,23," 
 
ando #debatenabandrs  @edegarpretto @ptbrasil \n\ncandidato   preparado     propostas   realizacoes p mostrar edegar   @pedroruaspsol olivio dutra   @lulaoficial 13 nelles "
292,NEGATIVO,1410315401859407874,2022-08-08T00:56:59Z,1556444327769178112,pt,0," 
 
   eduardo eduardo_leite
     beleza         carater kkkkkkkkk\n\n#debatenabandrs"
293,NEGATIVO,76329038,2022-08-08T00:56:57Z,1556444320202375169,pt,5," 
 
ito eduardo_leite
 falando  educacao     rio grande sul       estados   menos investiu   area   absurdo abandonou   rs   escola publica   mentiroso \n\n#debatenabandrs #lulaolivioprettoruas"
294,NEGATIVO,38676166,2022-08-08T00:56:57Z,1556444316960268288,pt,0," 
 
engracado entra   sai governo   agenda liberal     certo   sempre     arigo   vir     papinho nunca     governo verdadeiramente liberal\n#debatenabandrs"
295,NEUTRO,1313793161169436672,2022-08-08T00:56:56Z,1556444312598155265,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  governador eduardo_leite
   cita compra   notebooks   governo rs entao @vieirapdt afirma     rs     dobro   evasao escolar cita queda   escolas   tempo integral cita     governo   investimento   educacao     35 #debatenabandrs"
296,CONTEXTO,1541599134012022784,2022-08-08T00:56:49Z,1556444283552636928,pt,0," 
 
pdt colocando eleite bolso educacao  prioridade governo pdt"
297,POSITIVO,612153535,2022-08-08T00:56:48Z,1556444282424365056,pt,1," 
 
pdt pergunta  eduardo_leite
 sobre educacao   janta ex governador \n\n#debatenabandrs "
298,CONTEXTO,876443604,2022-08-08T00:56:48Z,1556444281216303105,pt,1," 
 
1h06\n\n#fantastico 201\n#domingoespetacular 65\n#programasilviosantos 63\n#encrenca 24\n#debatenabandrs 18"
299,IRONIA,1219919327564115969,2022-08-08T00:56:48Z,1556444279165358081,pt,0," 
 
sante  ninguem nesses debates responde perguntas feitas tudo louco torre   babel perde kkk

 #debatenaband \n#debatenabandrs"
300,CONTEXTO,68759158,2022-08-08T00:56:44Z,1556444264460173313,pt,3," 
 
to novo mostra despreparo  falta   informacoes sobre situacao economica rs usa falacia   antipolitica   trampolim @edegarpretto prova preparo contra   estrategia   traz numeros   governos pt #debatenabandrs #lulaolivioprettoruas"
301,POSITIVO,2746815627,2022-08-08T00:56:38Z,1556444237272686593,pt,0," 
 
oleite_    governador   trabalho   colocar   rio grande   eixos..."
302,NEGATIVO,1253763864988135426,2022-08-08T00:56:28Z,1556444196080435204,pt,0," 
 
   dobro   media   evasao escolar brasil governo eduardo_leite
   proporcionou atitudes   melhora desse quadro\n#debatenabandrs"
303,IRONIA,48771426,2022-08-08T00:56:27Z,1556444190543855616,pt,0," 
 
oleite_  agradeceu   bolsonaro   verba"
304,POSITIVO,592318935,2022-08-08T00:56:25Z,1556444184315367424,pt,0," 
 
 cieps \n voa vieira  cunha\n#debatenabandrs"
305,NEGATIVO,3982962497,2022-08-08T00:56:21Z,1556444167710167040,pt,0," 
 
oleite_    direto   foge   assuntos     solucoes..."
306,NEGATIVO,981908013723406338,2022-08-08T00:56:18Z,1556444155781361664,qme,0," 
 
inetedocrime #lulaladrao\n@edermauropa\n@marcelvanhattem\n@biakicis\n@filipebarrost\n@onyxlorenzoni\n@carlosjordy\n@lpbragancabr\n@paulomartins10\n@karinamichelin\n@caroldetoni\n@carlazambelli38\n@majorvitorhugo\n@ffrancischini_\n@carteiroreaca "
307,NEGATIVO,337744562,2022-08-08T00:56:16Z,1556444146705080321,pt,1," 
 
 eduardo_leite
 falando  tecnologia   escolaseduardo eduardo_leite
 fechou dezenas   escolas   resistem abertas   caindo   pedacos\n#debatenabandrs #lulaolivioprettoruas"
308,IRONIA,1193362901102407681,2022-08-08T00:56:08Z,1556444112584413185,tr,0," 
 
 notebook... #debatenabandrs"
309,NEGATIVO,1058037270186475521,2022-08-08T00:56:08Z,1556444111091154944,pt,0," 
 
ala  notebooks   chromebooks   professores vieira diz   nada disso funcionou pois rs   dobro   media nacional   evasao cita   deixou secretaria   educacao   20k   alunos   tempo integral       reduziu     anos #debatenabandrs"
310,POSITIVO,725408939693756416,2022-08-08T00:56:06Z,1556444105353437185,pt,0," 
 
 parabens eduardo eduardo_leite
  criacao programa todo jovem   escola #uniaobrasilrs #debatenabandrs"
311,NEGATIVO,35747858,2022-08-08T00:56:00Z,1556444081076805632,pt,2," 
 
nabandrs  @edegarpretto mostra   eduardo_leite
   sartori deixaram educacao quebrada 18   escolas   banheiro decente     muitos funcionarios   escola   ganham     salario minimo"
312,CONTEXTO,41175313,2022-08-08T00:55:56Z,1556444062919831552,qme,0," 
 
nabandrs "
313,NEGATIVO,176182465,2022-08-08T00:55:51Z,1556444041721544706,pt,0," 
 
antos candidatos \nera   montar seguintes chapas\nedgar   vieira   cunha\ncoisa ruim   coisa pior onyx   heinze\njunta   cara sapatenis     veio   fabrica   calcados\ne   privatizador-mor     bogo - vice britto \ne     \n#debatenabandrs"
314,NEGATIVO,2490292803,2022-08-08T00:55:46Z,1556444019596689408,pt,0," 
 
lkin eduardo_leite
 primeira vez demos  chance       merece         ver   ta pelotas hoje     pessimo partido governando aqui   anos"
315,CONTEXTO,61208942,2022-08-08T00:55:43Z,1556444009832353801,qht,2," 
 
nabandrs #lulaolivioprettoruas "
316,NEGATIVO,572717226,2022-08-08T00:55:37Z,1556443980799348736,pt,0," 
 
oleite_ encheu  cofre rs   torneira governo federal aberta     sequer honra   reconhecer"
317,NEGATIVO,1331888517564293123,2022-08-08T00:55:36Z,1556443977506869249,pt,0," 
 
to eduardo eduardo_leite
  dar 150 reais     jovens voltarem estudar     piada #debatenabandrs"
318,CONTEXTO,1385423702657994753,2022-08-08T00:55:35Z,1556443974105178112,qme,0," 
 
pretto "
319,POSITIVO,179749078,2022-08-08T00:55:32Z,1556443960519888896,pt,38," 
 
eiro @edegarpretto  postura   governador   posicionamentos firmes   propostas   desenvolvimento economico   social       rs #lulaolivioprettoruas"
320,NEGATIVO,1193362901102407681,2022-08-08T00:55:31Z,1556443957608988673,pt,0," 
 
 participou  orientacoes mundiais   mantiveram   alunos   escolas dudu vc   passou     pessimo gestor  #debatenabandrs"
321,CONTEXTO,370102168,2022-08-08T00:55:28Z,1556443946875850754,pt,0," 
 
oleite_ gracas  dinheiro covid enviado   bolsonaro"
322,NEUTRO,1313793161169436672,2022-08-08T00:55:12Z,1556443877984305154,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  pergunta   @eduardoleite_\n @vieirapdt pergunta         vergonha   rs       lideres   evasao escolar segundo   inep   eduardo_leite
 cita   programa chamado todo jovem   escola"" afirma   todos   estados   lutando #debatenabandrs"
323,CONTEXTO,1385423702657994753,2022-08-08T00:55:11Z,1556443872191987712,qme,0," 
 
pretto @lulaoficial "
324,CONTEXTO,54790300,2022-08-08T00:55:10Z,1556443870094917633,qme,0," 
 
nabandrs #lulaolivioedegarruas "
325,NEGATIVO,978686572441849856,2022-08-08T00:55:09Z,1556443867326578688,pt,1," 
 
mpanha sessoes legislativo gaucho sabe    guris novo tratam   pensam   servidores publicos escarnecem daqueles   servem   cidadao gaucho   acham   poupar   lapis escritorio   fazer politica #debatenabandrs"
326,NEGATIVO,1058037270186475521,2022-08-08T00:55:05Z,1556443847386873860,pt,0," 
 
ala      remuneracao   estudantes beneficiarios auxilio brasil cerca   150 reais cita     busca ativa eduardo_leite
 precisamos conversar sobre       uns erros graves ai viu   querido #debatenabandrs"
327,POSITIVO,118507192,2022-08-08T00:55:02Z,1556443834720129031,pt,0," 
 
 cunha firme   preciso     melhor   qualquer outro #debatenabandrs"
328,POSITIVO,30762906,2022-08-08T00:54:59Z,1556443825110908928,pt,16," 
 
dato  governo rio grande sul propondo   gestao eficiente   recursos\n\n@vieirapdt\n\n#debatenabandrs "
329,NEGATIVO,2189036407,2022-08-08T00:54:55Z,1556443805804634117,pt,77," 
 
 proibiu estudantes  escolas   pandemia   agora mente   trabalhou   trazer   jovem   escola #debatenabandrs"
330,NEGATIVO,1529445932118556673,2022-08-08T00:54:53Z,1556443797432811521,pt,1," 
 
  vai culpar pandemia eduardo_leite
     fechando escolas desmontando   ensino medio depauperando educacao     servidores   nela trabalham     perguntar pro @cpersoficial \n\n#lulaolivioedegarruas\n#lulaolivioprettoruas\n#debatenabandrs"
331,POSITIVO,1367648879731236869,2022-08-08T00:54:52Z,1556443792500297730,pt,0," 
 
oleite_    saber administrar"
332,POSITIVO,35747858,2022-08-08T00:54:46Z,1556443767439237121,pt,18," 
 
nabandrs #debatenaband  @edegarpretto mostra     governos pt fo tarso   olivio   rio grande cresceu       emprego   salario digno parabos trabalhadores       servidores   salario nunca atrasou #lulaolivioedegarruas #lulaolivioprettoruas"
333,NEUTRO,1129585003,2022-08-08T00:54:44Z,1556443759612657664,pt,0," 
 
  jovens   roca   querem   agricultores   agricultoras     ultima opcao   vida   querem oportunidades   continuarem campo c   familias tendo dignidade trabalho renda   vivendo felizes"" @edegarpretto #debatenabandrs #lulaolivioprettoruas"
334,NEGATIVO,612153535,2022-08-08T00:54:42Z,1556443752310480897,pt,9," 
 
ro  evasao escolar   media nacional             vergonha @vieirapdt \n\n@eduardoleite_ joga toda culpa   pandemia     explica porque   piores resultados     outros estados     passaram   pandemia\n\n#debatenabandrs"
335,CONTEXTO,1074348772241666049,2022-08-08T00:54:41Z,1556443748623687683,pt,0," 
 
orto alegre\n\n#fantastico 199\n#programasilviosantos 86\n#domingoespetacular 44\n#encrenca 21\n#debatenabandrs 16"
336,CONTEXTO,2235596608,2022-08-08T00:54:40Z,1556443743514935299,qht,7," 
 
nabandrs "
337,NEGATIVO,29994116,2022-08-08T00:54:40Z,1556443742344777728,pt,41," 
 
rapdt questiona eduardo_leite
 sobre  abandono   educacao   indices altos   evasao escolar educacao     futuro   qualquer nacao eduardo_leite
 virou costas   educacao #debatenaband"
338,NEGATIVO,2865326772,2022-08-08T00:54:28Z,1556443694575886337,pt,4," 
 
a novo disse    rs nunca     governo liberal britto yeda rigotto sartori eduardo_leite
     governadores     outros britto vendeu   estado inteiro porque   socialista kkk

 #debatenabandrs"
339,NEGATIVO,1253763864988135426,2022-08-08T00:54:25Z,1556443682580168704,pt,0," 
 
_rovai sim #debatenabandrs  candidato lendo perguntas     aluno ensino fundamental apresentando trabalho   escola "
340,IRONIA,40692676,2022-08-08T00:54:22Z,1556443668277501953,pt,0," 
 
nze citar mia khalifa durante  debate   sorteio   pacote   erva mate     rt #debatenabandrs"
341,NEGATIVO,1083017623837777921,2022-08-08T00:54:20Z,1556443661457657861,pt,5," 
 
emas apareceram #debatenabandrs     agora   candidato partido novo   falou   combate   fome desigualdade social   pobreza estado   quer entregar dinheiro   banqueiros"
342,NEGATIVO,1433270554950311936,2022-08-08T00:54:15Z,1556443640951701504,pt,0," 
 
livia lula bolsonaro\n\nbolsopetismo  fala ninguem fala nada sobre   rs\n\n#debatenabandrs"
343,NEUTRO,1058037270186475521,2022-08-08T00:54:15Z,1556443638757990406,pt,0," 
 
ergunta  eduardo_leite
 cita dados inep sobre evasao escolar ensino medio   facanha rs   10   evasao pergunta           vergonha\nleite diz   todos   estados   lutando   trazer jovem   volta   escola #debatenabandrs"
344,CONTEXTO,143913838,2022-08-08T00:54:15Z,1556443636878942211,pt,0," 
 
sica  possivel sim @edegarpretto   @pedroruaspsol"
345,CONTEXTO,1556373046394494987,2022-08-08T00:54:13Z,1556443632315547648,pt,0," 
 
oficial @bandrs kakakaka forca total hahahahahahahaha"
346,POSITIVO,931515907070980096,2022-08-08T00:54:00Z,1556443577793798145,pt,0," 
 
firo    pt governou   rs   estado cresceu   aumentou impostos   fizemos bem   economia rs"" dale #edegarpretto #debatenabandrs"
347,NEGATIVO,1068641519224147969,2022-08-08T00:54:00Z,1556443574505545735,pt,0," 
 
  jogou   cara eduardo_leite
     renunciou   quer voltar \n#debatenabandrs"
348,NEGATIVO,1529445932118556673,2022-08-08T00:53:59Z,1556443573683425282,pt,1," 
 
onhecimento historico pro @partidonovo30 governos liberais rio grande sul  muitos todos deixaram   buraco             pt recuperou     destruido   novo     ajuda novo\n\n#lulaolivioedegarruas\n#lulaolivioprettoruas\n#debatenabandrs"
349,CONTEXTO,1509136324028243968,2022-08-08T00:53:59Z,1556443573612032002,pt,0," 
 
r bola  levantam   pretto manda leite.   sei       boa #debatenabandrs"
350,POSITIVO,124157459,2022-08-08T00:53:57Z,1556443563269005312,pt,10," 
 
egarpretto\n""quando  governos nunca aumentamos impostos   nunca vendemos patrimonio publico fizemos investimentos pesados   saude educacao   agricultura governo tarso sempre crescemos acima   media nacional""\n\n#debatenaband\n#equipevaldeci"
351,NEUTRO,1271497757455499264,2022-08-08T00:53:50Z,1556443534546313216,pt,0," 
 
es df | leandro grass cita  comprometimento   ibaneis fez   campanha     privatizar nenhuma estatal chamando     estelionato eleitoral"" grass diz       governo   havera privatizacao   caesb     gestao metro #debatenabandrs"
352,NEUTRO,1313793161169436672,2022-08-08T00:53:47Z,1556443521783046145,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  candidato @edegarpretto afirma     aumentara impostos     pretende resolver fila   saude   reitera   eduardo_leite
 renunciou #debatenabandrs"
353,NEGATIVO,753020313043083264,2022-08-08T00:53:43Z,1556443503122587648,pt,0," 
 
rtido novo sempre  quase sempre     ar   petulancia   fala liberais iluminados\n\n#debatenabandrs"
354,CONTEXTO,809883120,2022-08-08T00:53:40Z,1556443492913750019,pt,0," 
 
enuncia vieira\n\n#debatenabandrs"
355,CONTEXTO,1300852381270376452,2022-08-08T00:53:40Z,1556443490770452480,und,0," 
 
enabandrs "
356,POSITIVO,1367967787440824327,2022-08-08T00:53:37Z,1556443478976069634,pt,0," 
 
pdt  deu   baita resposta   cima  "
357,NEGATIVO,194648641,2022-08-08T00:53:36Z,1556443476874727427,pt,0," 
 
dato pt    fraco hein #debatenabandrs"
358,NEUTRO,1129585003,2022-08-08T00:53:36Z,1556443476694278144,pt,0," 
 
 atual divida rs  uniao   injusta   impagavel divida     r 95 bilhoes   1996   pagamos r 37 bilhoes   ainda devemos r 73 bilhoes   conta   fecha       paga @edegapretto #debatenabandrs #lulaolivioprettoruas"
359,CONFUSO,906232319723401217,2022-08-08T00:53:35Z,1556443472709689344,eu,3," 
 
\n#debatenabandrj #debatenabandmg\n#62minutos #3em1 #debatenabandsp #debateband #recordnews #cnnbrasil #bolsonaro #lula #stf #debatenabandrs #fantastico #domingoespetacular #jn #jornalnacional #jornaldarecord #elonmusk #ospingosnosis  "
360,CONTEXTO,1193362901102407681,2022-08-08T00:53:33Z,1556443461389373441,und,0," 
 
ky @edegarpretto "
361,NEGATIVO,1399723898120421377,2022-08-08T00:53:32Z,1556443460063969281,pt,2," 
 
do novo  entende     pt governou aumentando   atendimento populacao aumentando   investimento   educacao   saude   aumentar impostos presta atencao     aprende jobim #lulaolivioprettoruas #debatenabandrs"
362,CONTEXTO,1519342497897537536,2022-08-08T00:53:31Z,1556443455756423168,qme,0," 
 
berto5 @onyxlorenzoni "
363,POSITIVO,1442851047010185218,2022-08-08T00:53:30Z,1556443451222286336,pt,0," 
 
oficial  bem bem debate @bandrs"
364,CONTEXTO,612153535,2022-08-08T00:53:28Z,1556443443592921088,pt,2," 
 
edegarpretto mencionar     12   saude investidos   primeira vez       presidente @pdtrs   secretario estadual   saude\n\n#debatenabandrs"
365,POSITIVO,1378740064876961794,2022-08-08T00:53:22Z,1556443414987776003,und,0," 
 
oleite_ "
366,NEGATIVO,1103410972318932994,2022-08-08T00:53:20Z,1556443406402027521,pt,0," 
 
renzoni falou  criminoso   caixadois
 \n\n"
367,NEUTRO,1058037270186475521,2022-08-08T00:53:07Z,1556443355328008193,pt,0," 
 
isse  todo mundo quer resolver   problema entregando tudo quebrado pro proximo diz   quer   primeiro governo liberal   historia rs\nedegar disse   hoje   filas interminaveis porque eduardo_leite
 prefere   vangloriar       aumentara impostos #debatenabandrs"
368,POSITIVO,2235596608,2022-08-08T00:53:05Z,1556443346326921219,pt,0," 
 
pretto aprendeu    pais       @lulaoficial @olivio_dutra @tarsogenro @dilmabr   @paulopaim   fundamentalmente     povo gaucho     preciso apenas     oportunidade     feliz #lulaolivioprettoruas #debatenabandrs"
369,NEGATIVO,1193362901102407681,2022-08-08T00:53:05Z,1556443345777483776,pt,0," 
 
edegarpretto @lulaoficial @dilmabr     vcs   voltarem   outra lava jato   cupula   voltar toda   presa"
370,NEGATIVO,1086246218584547328,2022-08-08T00:53:04Z,1556443342870806535,pt,0," 
 
 pisada  bola   bandeirantes @bandjornalismo deveria todos   estados         debate agora estarem ai vivo youtube muitos moram         estado   origem\n#debatenabandba #debatenabandmg #debatenabandrs \n#debatenabandrj \n#debatenabandsp"
371,NEUTRO,1313793161169436672,2022-08-08T00:53:04Z,1556443339343499264,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  replica @ricardojobim30 diz   @edegarpretto votou favor aumento   impostos   afirma       primeiro governo liberal   historia rs #debatenabandrs"
372,CONTEXTO,1300852381270376452,2022-08-08T00:53:03Z,1556443338286448640,und,0," 
 
enabandrs "
373,NEGATIVO,175474841,2022-08-08T00:53:01Z,1556443327033229320,pt,0," 
 
oleite_  rs   quebrado   todos   setores   decadencia generalizada pessoas morando   barracas   cidades gente pedindo comida   mercados lojas fechando placas   aluga-se tomando conta   cidades q     infra     perspectiva   acreditem   mentirosos"
374,NEUTRO,986665965235687424,2022-08-08T00:52:58Z,1556443315607855105,pt,0," 
 
oficial  acho     onibus   vem   grande porto_alegre   deveriam passar   fronteiras   cidade pois comprometem   transito   grandes avenidas"
375,NEUTRO,61208942,2022-08-08T00:52:56Z,1556443306787328001,pt,3," 
 
agre      saude precisamos     orcamento governo @tarsogenro   primeira vez     estado aplicou 12 orcamento   saude #debatenabandrs #lulaolivioprettoruas"
376,CONTEXTO,1253763864988135426,2022-08-08T00:52:52Z,1556443290425331714,pt,0," 
 
eus         governo liberal rs\n#debatenabandrs"
377,IRONIA,809883120,2022-08-08T00:52:52Z,1556443289397727233,pt,0," 
 
    politico   sim vendedor   bens estado\n\n#debatenabandrs"
378,POSITIVO,260855200,2022-08-08T00:52:51Z,1556443287548039170,pt,0," 
 
sa  ano   vem vai     chance       adulta feliz   edegar   lula governo #lulaolivioedegarruas #debatenabandrs"
379,NEGATIVO,13257432,2022-08-08T00:52:50Z,1556443283508920322,pt,0," 
 
to ricardo jobim falando ""a classe politica""      novo       partido politico #debatenabandrs"
380,CONTEXTO,1519342497897537536,2022-08-08T00:52:38Z,1556443230903963648,qme,0," 
 
berto5 @onyxlorenzoni "
381,POSITIVO,1083017623837777921,2022-08-08T00:52:33Z,1556443213086482432,pt,24," 
 
pretto mostrando    deve     novo governador rs   governo       contra privatizacoes gerar empregos   combater miseria   povo #debatenabandrs #lulaolivioedegarruas"
382,NEUTRO,1159650207916875782,2022-08-08T00:52:32Z,1556443206107242500,pt,0," 
 
ebate   governo rio grande sul\n\n#debatenabandrs #bandrs #eleicoes2022 "
383,NEGATIVO,1529445932118556673,2022-08-08T00:52:32Z,1556443205901615106,pt,1," 
 
ws    @ptdors deixou   estado quebrado bem respondida   @edegarpretto   eduardo_leite
 deixou economia quebrada     recuo   38     cara @partidonovo30 segue mentindo sobre culpa   pt\n#lulaolivioedegarruas\n#lulaolivioprettoruas\n#debatenabandrs"
384,POSITIVO,422814320,2022-08-08T00:52:30Z,1556443197429145600,pt,16," 
 
ario eduardo_leite
 @edegarpretto    homem   palavra         fala ira fazer     privatizacao           essencial #debatenabandrs #lulaolivioprettoruas "
385,IRONIA,3982962497,2022-08-08T00:52:29Z,1556443195256479744,pt,0," 
 
pretto  melhor neoliberal     cria...   responde   lata"
386,CONTEXTO,1518729967202455552,2022-08-08T00:52:28Z,1556443192026927104,pt,0," 
 
 seletivo  rs\n#jobimnaband "
387,POSITIVO,89185084,2022-08-08T00:52:25Z,1556443176151425025,pt,0," 
 
ordobr vou ver amanha hoje  vendo @onyxlorenzoni\nmeu candidato rio grande sul"
388,POSITIVO,1368342563757977601,2022-08-08T00:52:24Z,1556443174171803648,pt,0," 
 
retto pt-rs dando aula       governa   estado#debatenabandrs"
389,POSITIVO,770704198350544897,2022-08-08T00:52:19Z,1556443154437574662,pt,0," 
 
renzoni ta bem demais nesse debate "
390,POSITIVO,1305496778519740416,2022-08-08T00:52:18Z,1556443146527166464,pt,0," 
 
 rs   gostei edegar pretto falando   seguro #debatenabandrs"
